Localidad,Estudiantes,Latitud,Longitud
Suba,176,4.693419,-74.146295
Usaquén,271,4.683132,-74.103209
Chapinero,211,4.648283,-74.103209
Engativá,447,4.683132,-74.103209
Chapinero,324,4.693419,-74.030012
Engativá,476,4.693419,-74.030012
Suba,178,4.683132,-74.103209
Chapinero,430,4.693419,-74.030012
Chapinero,341,4.683132,-74.057005
Engativá,329,4.678601,-74.103209
Engativá,316,4.648283,-74.103209
Engativá,145,4.648283,-74.030012
Chapinero,237,4.683132,-74.103209
Usaquén,51,4.648283,-74.118
Usaquén,392,4.648283,-74.118
Fontibón,328,4.693419,-74.146295
Chapinero,227,4.693419,-74.103209
Engativá,301,4.748477,-74.118
Chapinero,497,4.648283,-74.103209
Chapinero,110,4.748477,-74.057005
Suba,102,4.683132,-74.103209
Chapinero,251,4.648283,-74.057005
Suba,250,4.683132,-74.103209
Fontibón,356,4.648283,-74.057005
Suba,198,4.693419,-74.057005
Usaquén,430,4.683132,-74.103209
Fontibón,259,4.683132,-74.057005
Fontibón,388,4.748477,-74.057005
Fontibón,160,4.683132,-74.057005
Usaquén,382,4.683132,-74.030012
Fontibón,441,4.683132,-74.103209
Suba,402,4.648283,-74.057005
Suba,364,4.693419,-74.103209
Suba,220,4.693419,-74.057005
Usaquén,208,4.748477,-74.146295
Engativá,447,4.683132,-74.030012
Suba,226,4.678601,-74.146295
Engativá,452,4.693419,-74.103209
Engativá,498,4.678601,-74.146295
Suba,125,4.683132,-74.118
Fontibón,181,4.678601,-74.030012
Usaquén,50,4.693419,-74.118
Suba,453,4.693419,-74.057005
Fontibón,293,4.748477,-74.118
Suba,68,4.693419,-74.118
Suba,137,4.683132,-74.146295
Chapinero,280,4.678601,-74.030012
Engativá,67,4.678601,-74.146295
Suba,243,4.748477,-74.103209
Suba,494,4.683132,-74.146295
Chapinero,256,4.678601,-74.103209
Chapinero,126,4.693419,-74.146295
Usaquén,140,4.748477,-74.057005
Fontibón,191,4.683132,-74.103209
Engativá,51,4.678601,-74.030012
Suba,262,4.648283,-74.103209
Usaquén,199,4.683132,-74.103209
Suba,119,4.678601,-74.103209
Engativá,236,4.748477,-74.103209
Chapinero,365,4.748477,-74.118
Fontibón,344,4.678601,-74.118
Fontibón,422,4.693419,-74.146295
Usaquén,80,4.748477,-74.030012
Suba,283,4.648283,-74.057005
Fontibón,68,4.678601,-74.118
Engativá,468,4.648283,-74.057005
Suba,464,4.748477,-74.030012
Fontibón,188,4.648283,-74.030012
Engativá,252,4.693419,-74.146295
Fontibón,246,4.648283,-74.057005
Suba,183,4.748477,-74.146295
Engativá,130,4.748477,-74.103209
Usaquén,397,4.648283,-74.030012
Chapinero,166,4.678601,-74.030012
Engativá,466,4.683132,-74.146295
Fontibón,350,4.693419,-74.030012
Chapinero,104,4.693419,-74.030012
Fontibón,422,4.748477,-74.146295
Usaquén,264,4.748477,-74.030012
Engativá,414,4.678601,-74.146295
Usaquén,137,4.693419,-74.146295
Fontibón,488,4.683132,-74.030012
Chapinero,289,4.693419,-74.057005
Chapinero,293,4.678601,-74.057005
Suba,155,4.748477,-74.103209
Engativá,132,4.648283,-74.057005
Chapinero,339,4.693419,-74.057005
Engativá,92,4.678601,-74.057005
Chapinero,138,4.693419,-74.057005
Fontibón,465,4.748477,-74.103209
Engativá,100,4.648283,-74.146295
Suba,61,4.693419,-74.146295
Chapinero,480,4.683132,-74.118
Chapinero,385,4.648283,-74.118
Chapinero,413,4.683132,-74.118
Suba,370,4.678601,-74.057005
Chapinero,417,4.678601,-74.103209
Engativá,476,4.748477,-74.030012
Usaquén,413,4.693419,-74.103209
Suba,105,4.693419,-74.057005
Suba,324,4.648283,-74.057005
Suba,98,4.678601,-74.057005
Engativá,262,4.648283,-74.030012
Suba,203,4.748477,-74.103209
Chapinero,486,4.678601,-74.030012
Chapinero,262,4.678601,-74.030012
Chapinero,94,4.678601,-74.057005
Fontibón,426,4.678601,-74.030012
Chapinero,138,4.748477,-74.118
Usaquén,337,4.683132,-74.103209
Chapinero,149,4.678601,-74.103209
Usaquén,391,4.693419,-74.118
Engativá,469,4.683132,-74.118
Fontibón,399,4.648283,-74.103209
Fontibón,359,4.678601,-74.057005
Fontibón,50,4.683132,-74.103209
Suba,96,4.748477,-74.103209
Chapinero,270,4.693419,-74.103209
Fontibón,417,4.683132,-74.118
Chapinero,312,4.748477,-74.146295
Usaquén,271,4.648283,-74.030012
Chapinero,450,4.683132,-74.030012
Suba,65,4.693419,-74.103209
Engativá,310,4.678601,-74.118
Fontibón,458,4.748477,-74.030012
Usaquén,426,4.678601,-74.118
Chapinero,320,4.693419,-74.118
Engativá,79,4.648283,-74.057005
Usaquén,421,4.683132,-74.103209
Fontibón,130,4.693419,-74.146295
Suba,342,4.683132,-74.103209
Chapinero,302,4.678601,-74.030012
Chapinero,170,4.648283,-74.030012
Engativá,89,4.683132,-74.103209
Engativá,238,4.683132,-74.057005
Engativá,298,4.748477,-74.118
Chapinero,264,4.648283,-74.146295
Suba,73,4.693419,-74.118
Fontibón,469,4.748477,-74.103209
Engativá,104,4.748477,-74.030012
Chapinero,292,4.678601,-74.030012
Engativá,345,4.648283,-74.118
Fontibón,314,4.648283,-74.103209
Chapinero,105,4.678601,-74.103209
Chapinero,437,4.648283,-74.057005
Suba,195,4.648283,-74.057005
Engativá,343,4.683132,-74.057005
Fontibón,431,4.648283,-74.057005
Suba,286,4.683132,-74.118
Fontibón,371,4.748477,-74.118
Chapinero,124,4.648283,-74.118
Engativá,368,4.683132,-74.146295
Suba,248,4.748477,-74.118
Fontibón,292,4.693419,-74.146295
Engativá,444,4.683132,-74.057005
Suba,368,4.693419,-74.118
Chapinero,205,4.683132,-74.057005
Engativá,444,4.683132,-74.146295
Fontibón,266,4.748477,-74.146295
Engativá,316,4.693419,-74.030012
Fontibón,182,4.683132,-74.103209
Engativá,232,4.678601,-74.146295
Engativá,257,4.683132,-74.146295
Usaquén,154,4.683132,-74.146295
Usaquén,494,4.648283,-74.030012
Suba,145,4.678601,-74.030012
Engativá,146,4.648283,-74.103209
Engativá,456,4.693419,-74.030012
Usaquén,472,4.693419,-74.057005
Suba,442,4.748477,-74.118
Chapinero,86,4.748477,-74.146295
Fontibón,54,4.683132,-74.103209
Usaquén,387,4.648283,-74.118
Fontibón,253,4.678601,-74.118
Chapinero,256,4.693419,-74.146295
Suba,420,4.683132,-74.057005
Chapinero,283,4.748477,-74.146295
Fontibón,85,4.678601,-74.103209
Suba,216,4.693419,-74.103209
Usaquén,352,4.678601,-74.103209
Engativá,392,4.683132,-74.118
Fontibón,211,4.648283,-74.118
Fontibón,358,4.683132,-74.030012
Usaquén,280,4.693419,-74.103209
Usaquén,101,4.678601,-74.057005
Usaquén,420,4.648283,-74.103209
Suba,114,4.683132,-74.057005
Chapinero,316,4.683132,-74.030012
Chapinero,391,4.683132,-74.118
Suba,494,4.693419,-74.146295
Engativá,77,4.683132,-74.057005
Engativá,369,4.678601,-74.030012
Usaquén,86,4.683132,-74.103209
Chapinero,239,4.683132,-74.118
Fontibón,426,4.648283,-74.030012
Engativá,60,4.683132,-74.146295
Chapinero,179,4.748477,-74.103209
Fontibón,104,4.678601,-74.118
Fontibón,488,4.678601,-74.030012
Suba,330,4.683132,-74.030012
Engativá,122,4.678601,-74.118
Usaquén,176,4.648283,-74.118
Suba,197,4.748477,-74.103209
Engativá,100,4.693419,-74.118
Chapinero,459,4.748477,-74.057005
Usaquén,370,4.748477,-74.030012
Fontibón,249,4.748477,-74.146295
Suba,172,4.683132,-74.103209
Chapinero,431,4.748477,-74.118
Chapinero,245,4.678601,-74.146295
Usaquén,129,4.678601,-74.146295
Chapinero,65,4.748477,-74.030012
Chapinero,447,4.748477,-74.146295
Chapinero,477,4.648283,-74.057005
Engativá,165,4.683132,-74.118
Chapinero,176,4.648283,-74.146295
Suba,286,4.678601,-74.057005
Suba,139,4.648283,-74.118
Suba,291,4.683132,-74.146295
Engativá,263,4.648283,-74.030012
Chapinero,267,4.683132,-74.146295
Fontibón,169,4.748477,-74.146295
Chapinero,229,4.683132,-74.057005
Fontibón,297,4.748477,-74.057005
Usaquén,342,4.693419,-74.103209
Chapinero,104,4.648283,-74.118
Usaquén,186,4.683132,-74.057005
Suba,324,4.748477,-74.030012
Usaquén,139,4.693419,-74.103209
Engativá,236,4.678601,-74.118
Chapinero,58,4.683132,-74.030012
Fontibón,492,4.748477,-74.146295
Engativá,119,4.648283,-74.118
Engativá,452,4.748477,-74.057005
Chapinero,498,4.693419,-74.030012
Chapinero,291,4.683132,-74.030012
Fontibón,336,4.678601,-74.030012
Usaquén,187,4.693419,-74.030012
Usaquén,496,4.678601,-74.057005
Fontibón,375,4.678601,-74.103209
Fontibón,430,4.648283,-74.103209
Fontibón,113,4.683132,-74.103209
Engativá,444,4.678601,-74.118
Engativá,275,4.648283,-74.057005
Chapinero,220,4.678601,-74.118
Engativá,334,4.693419,-74.118
Fontibón,210,4.678601,-74.103209
Chapinero,171,4.693419,-74.118
Suba,135,4.748477,-74.030012
Fontibón,432,4.683132,-74.057005
Usaquén,67,4.683132,-74.146295
Engativá,292,4.748477,-74.118
Usaquén,317,4.678601,-74.057005
Suba,394,4.678601,-74.103209
Chapinero,210,4.683132,-74.057005
Suba,103,4.683132,-74.030012
Chapinero,389,4.693419,-74.030012
Engativá,102,4.748477,-74.030012
Fontibón,161,4.678601,-74.103209
Fontibón,303,4.693419,-74.057005
Fontibón,424,4.683132,-74.057005
Suba,487,4.648283,-74.146295
Engativá,412,4.648283,-74.118
Fontibón,67,4.748477,-74.057005
Fontibón,235,4.748477,-74.103209
Chapinero,185,4.683132,-74.030012
Usaquén,301,4.748477,-74.146295
Usaquén,444,4.683132,-74.146295
Suba,479,4.683132,-74.057005
Suba,200,4.748477,-74.146295
Engativá,384,4.748477,-74.103209
Engativá,492,4.678601,-74.118
Chapinero,466,4.693419,-74.146295
Chapinero,449,4.683132,-74.057005
Chapinero,271,4.748477,-74.146295
Engativá,216,4.683132,-74.118
Chapinero,394,4.683132,-74.057005
Chapinero,220,4.693419,-74.146295
Fontibón,123,4.693419,-74.030012
Engativá,324,4.693419,-74.146295
Usaquén,474,4.678601,-74.103209
Engativá,50,4.678601,-74.103209
Fontibón,82,4.748477,-74.057005
Usaquén,127,4.683132,-74.146295
Usaquén,231,4.683132,-74.103209
Usaquén,445,4.678601,-74.103209
Usaquén,372,4.683132,-74.057005
Usaquén,236,4.648283,-74.118
Usaquén,395,4.678601,-74.030012
Fontibón,369,4.693419,-74.103209
Chapinero,200,4.678601,-74.103209
Usaquén,274,4.748477,-74.118
Fontibón,204,4.748477,-74.103209
Chapinero,132,4.748477,-74.146295
Chapinero,125,4.683132,-74.146295
Fontibón,182,4.748477,-74.146295
Suba,366,4.678601,-74.118
Engativá,89,4.678601,-74.057005
Fontibón,330,4.678601,-74.030012
Fontibón,484,4.678601,-74.146295
Usaquén,127,4.693419,-74.118
Engativá,91,4.683132,-74.118
Chapinero,266,4.693419,-74.030012
Engativá,83,4.693419,-74.103209
Suba,158,4.678601,-74.146295
Engativá,134,4.693419,-74.118
Suba,222,4.683132,-74.030012
Usaquén,271,4.648283,-74.118
Engativá,350,4.693419,-74.057005
Chapinero,91,4.648283,-74.118
Fontibón,421,4.683132,-74.118
Usaquén,242,4.648283,-74.146295
Chapinero,100,4.678601,-74.030012
Suba,470,4.648283,-74.030012
Usaquén,213,4.678601,-74.103209
Suba,170,4.683132,-74.118
Chapinero,424,4.683132,-74.103209
Chapinero,159,4.683132,-74.146295
Usaquén,318,4.648283,-74.146295
Usaquén,379,4.648283,-74.118
Usaquén,176,4.648283,-74.030012
Fontibón,439,4.678601,-74.146295
Suba,378,4.648283,-74.030012
Suba,191,4.693419,-74.146295
Fontibón,397,4.748477,-74.103209
Engativá,466,4.678601,-74.103209
Suba,240,4.693419,-74.103209
Fontibón,155,4.678601,-74.103209
Chapinero,283,4.693419,-74.030012
Fontibón,228,4.683132,-74.118
Fontibón,251,4.748477,-74.057005
Engativá,448,4.693419,-74.057005
Engativá,495,4.683132,-74.146295
Usaquén,80,4.648283,-74.103209
Chapinero,204,4.648283,-74.030012
Usaquén,122,4.693419,-74.103209
Usaquén,201,4.648283,-74.057005
Suba,460,4.683132,-74.118
Chapinero,443,4.693419,-74.146295
Engativá,91,4.648283,-74.118
Fontibón,86,4.683132,-74.103209
Usaquén,74,4.648283,-74.103209
Engativá,464,4.678601,-74.103209
Suba,187,4.693419,-74.057005
Engativá,346,4.683132,-74.118
Fontibón,323,4.678601,-74.057005
Engativá,457,4.648283,-74.118
Chapinero,230,4.678601,-74.057005
Engativá,134,4.748477,-74.057005
Usaquén,178,4.693419,-74.057005
Fontibón,383,4.648283,-74.103209
Chapinero,127,4.648283,-74.146295
Suba,480,4.678601,-74.118
Engativá,489,4.748477,-74.030012
Chapinero,101,4.648283,-74.103209
Chapinero,247,4.748477,-74.057005
Usaquén,120,4.648283,-74.118
Usaquén,221,4.748477,-74.146295
Suba,392,4.678601,-74.118
Chapinero,152,4.678601,-74.118
Fontibón,300,4.693419,-74.057005
Fontibón,139,4.648283,-74.118
Chapinero,220,4.748477,-74.057005
Suba,393,4.678601,-74.057005
Fontibón,101,4.748477,-74.030012
Usaquén,455,4.693419,-74.118
Chapinero,367,4.648283,-74.057005
Engativá,395,4.683132,-74.030012
Usaquén,239,4.678601,-74.118
Engativá,211,4.693419,-74.118
Engativá,394,4.648283,-74.057005
Suba,462,4.683132,-74.103209
Usaquén,422,4.648283,-74.118
Suba,399,4.693419,-74.030012
Chapinero,326,4.678601,-74.057005
Chapinero,483,4.648283,-74.103209
Usaquén,116,4.648283,-74.057005
Fontibón,188,4.678601,-74.118
Suba,308,4.683132,-74.057005
Engativá,111,4.693419,-74.030012
Usaquén,300,4.683132,-74.118
Usaquén,378,4.748477,-74.057005
Engativá,230,4.648283,-74.030012
Engativá,262,4.683132,-74.057005
Engativá,166,4.678601,-74.103209
Engativá,176,4.648283,-74.118
Usaquén,122,4.683132,-74.118
Suba,287,4.678601,-74.103209
Engativá,423,4.693419,-74.103209
Chapinero,50,4.748477,-74.118
Engativá,420,4.748477,-74.057005
Suba,341,4.748477,-74.118
Suba,301,4.693419,-74.057005
Fontibón,192,4.748477,-74.103209
Suba,210,4.678601,-74.057005
Suba,363,4.748477,-74.118
Usaquén,428,4.683132,-74.146295
Chapinero,188,4.693419,-74.146295
